id,key,value,type
211701730,highspeed,yes,regular
211701730,maxspeed,250,regular
211701730,name,贵阳客车外绕线,regular
211701730,note,gps with breaks,regular
211701730,railway,rail,regular
211701730,traffic_mode,passenger,railway
211701730,source,http://www.cr8gc.com/html/2009/07/20090702094038-1.htm,regular
211701730,usage,main,regular
211701730,voltage,25000,regular
211701731,highway,trunk_link,regular
211701731,oneway,yes,regular
211701732,highway,tertiary,regular
211701732,source,GPS,regular
211701738,electrified,contact_line,regular
211701738,frequency,50,regular
211701738,gauge,1435,regular
211701738,highspeed,yes,regular
211701738,layer,-1,regular
211701738,maxspeed,250,regular
211701738,name,贵阳客车外绕线,regular
211701738,note,gps with breaks,regular
211701738,railway,rail,regular
211701738,traffic_mode,passenger,railway
211701738,source,http://www.cr8gc.com/html/2009/07/20090702094038-1.htm,regular
211701738,tunnel,yes,regular
211701738,usage,main,regular
211701738,voltage,25000,regular
211701741,electrified,contact_line,regular
211701741,frequency,50,regular
211701741,gauge,1435,regular
211701741,highspeed,yes,regular
211701741,name,贵阳客车外绕线,regular
211701741,note,gps with breaks,regular
211701741,railway,rail,regular
211701741,traffic_mode,passenger,railway
211701741,source,http://www.cr8gc.com/html/2009/07/20090702094038-1.htm,regular
211701741,usage,main,regular
211701741,voltage,25000,regular
211701747,highway,primary,regular
211701747,ref,S305,regular
211701747,source,bing,regular
211701750,landuse,residential,regular
211701751,highway,primary,regular
211701751,oneway,yes,regular
211701751,source,bing,regular
211701752,highway,trunk,regular
211701752,oneway,yes,regular
211701752,ref,G321,regular
211701753,electrified,contact_line,regular
211701753,frequency,50,regular
211701753,gauge,1435,regular
211701753,highspeed,yes,regular
211701753,layer,-1,regular
211701753,maxspeed,250,regular
211701753,name,贵阳客车外绕线,regular
211701753,note,gps with breaks,regular
211701753,railway,rail,regular
211701753,traffic_mode,passenger,railway
211701753,source,http://www.cr8gc.com/html/2009/07/20090702094038-1.htm,regular
211701753,tunnel,yes,regular
211701753,usage,main,regular
211701753,voltage,25000,regular
211701755,highway,primary,regular
211701755,junction,roundabout,regular
211701755,ref,S305,regular
211701757,highway,unclassified,regular
211701760,highway,tertiary,regular
211701762,highway,primary,regular
211701762,ref,S305,regular
211701764,highway,primary,regular
211701764,oneway,yes,regular
211701764,source,GPS,regular
211701768,electrified,contact_line,regular
211701768,frequency,50,regular
211701768,gauge,1435,regular
211701768,highspeed,yes,regular
211701768,maxspeed,250,regular
211701768,name,贵阳客车外绕线,regular
211701768,note,gps with breaks,regular
211701768,railway,rail,regular
211701768,traffic_mode,passenger,railway
211701768,source,http://www.cr8gc.com/html/2009/07/20090702094038-1.htm,regular
211701768,usage,main,regular
211701768,voltage,25000,regular
213161253,highway,motorway,regular
213161253,name,兰海高速公路,regular
213161253,en,Lanzhou-Haikou Expressway,name
213161253,oneway,yes,regular
213161253,ref,G75,regular
213161253,source,Bing,regular
213161264,highway,motorway_link,regular
213161265,landuse,residential,regular
215292273,highway,trunk_link,regular
215293791,highway,unclassified,regular
215573862,highway,motorway,regular
215573862,lanes,2,regular
215573862,oneway,yes,regular
215573862,ref,G75,regular
215573863,highway,motorway,regular
215573863,lanes,2,regular
215573863,oneway,yes,regular
215573863,ref,G75,regular
215573864,highway,motorway_link,regular
215573864,lanes,2,regular
215573864,oneway,no,regular
215573865,highway,motorway_link,regular
215573865,lanes,2,regular
215573865,oneway,yes,regular
215573866,highway,motorway_link,regular
215573866,lanes,2,regular
215573866,oneway,no,regular
215573867,highway,secondary,regular
215573868,highway,motorway_link,regular
215573868,lanes,2,regular
215573868,oneway,no,regular
215573869,highway,motorway_link,regular
215573869,lanes,2,regular
215573869,oneway,yes,regular
215574171,highway,motorway_link,regular
215574171,lanes,2,regular
215574171,oneway,yes,regular
215574172,highway,motorway_link,regular
215574172,lanes,2,regular
215574172,oneway,yes,regular
215574173,highway,motorway_link,regular
215574173,lanes,2,regular
215574173,oneway,yes,regular
215574174,bridge,yes,regular
215574174,highway,motorway_link,regular
215574174,lanes,2,regular
215574174,layer,1,regular
215574174,oneway,yes,regular
215574175,bridge,yes,regular
215574175,highway,motorway,regular
215574175,lanes,2,regular
215574175,layer,1,regular
215574175,name,环城公路,regular
215574175,oneway,yes,regular
215574175,ref,G6001,regular
215574176,bridge,yes,regular
215574176,highway,motorway,regular
215574176,lanes,2,regular
215574176,layer,1,regular
215574176,name,环城公路,regular
215574176,oneway,yes,regular
215574176,ref,G6001,regular
215574177,bridge,yes,regular
215574177,highway,motorway,regular
215574177,lanes,2,regular
215574177,layer,1,regular
215574177,name,环城公路,regular
215574177,oneway,yes,regular
215574177,ref,G6001,regular
215574178,highway,motorway,regular
215574178,lanes,2,regular
215574178,name,环城公路,regular
215574178,oneway,yes,regular
215574178,ref,G6001,regular
215574343,highway,trunk_link,regular
215574343,lanes,2,regular
215574343,oneway,yes,regular
215574344,highway,trunk_link,regular
215574344,lanes,2,regular
215574344,oneway,yes,regular
215574346,bridge,yes,regular
215574346,highway,trunk_link,regular
215574346,lanes,2,regular
215574346,layer,1,regular
215574346,oneway,yes,regular
215574347,bridge,yes,regular
215574347,highway,trunk_link,regular
215574347,lanes,2,regular
215574347,layer,1,regular
215574347,oneway,yes,regular
215574348,highway,trunk_link,regular
215574348,lanes,2,regular
215574348,oneway,yes,regular
215574349,highway,trunk_link,regular
215574349,lanes,2,regular
215574349,oneway,yes,regular
215575114,highway,primary_link,regular
215575115,highway,motorway,regular
215575115,oneway,yes,regular
215575115,source,bing,regular
215575117,highway,motorway_link,regular
215575117,lanes,2,regular
215575117,oneway,yes,regular
215575118,bridge,yes,regular
215575118,highway,motorway_link,regular
215575118,lanes,2,regular
215575118,layer,1,regular
215575118,oneway,yes,regular
215575119,bridge,yes,regular
215575119,highway,motorway,regular
215575119,layer,1,regular
215575119,oneway,yes,regular
215575119,source,bing,regular
215575120,highway,motorway_link,regular
215575120,lanes,2,regular
215575120,oneway,yes,regular
215575121,bridge,yes,regular
215575121,highway,motorway,regular
215575121,lanes,2,regular
215575121,layer,1,regular
215575121,oneway,yes,regular
215575122,highway,motorway_link,regular
215575122,lanes,2,regular
215575122,oneway,yes,regular
215575123,highway,motorway,regular
215575123,oneway,yes,regular
215575123,source,bing,regular
215575124,highway,motorway_link,regular
215575124,lanes,2,regular
215575124,oneway,yes,regular
215575125,highway,motorway,regular
215575125,oneway,yes,regular
215575125,source,bing,regular
215576041,highway,motorway,regular
215576041,oneway,yes,regular
215576041,source,bing,regular
215576041,tunnel,yes,regular
215576042,highway,motorway,regular
215576042,oneway,yes,regular
215576042,source,bing,regular
215576044,highway,motorway,regular
215576044,oneway,yes,regular
215576044,source,bing,regular
215576044,tunnel,yes,regular
215576045,highway,motorway,regular
215576045,oneway,yes,regular
215576045,source,bing,regular
215576047,highway,motorway,regular
215576047,oneway,yes,regular
215576047,source,bing,regular
215576297,highway,motorway,regular
215576297,int_ref,AH3,regular
215576297,layer,-1,regular
215576297,name,清镇高速,regular
215576297,oneway,yes,regular
215576297,ref,G60,regular
215576297,source,GPS,regular
215576297,tunnel,yes,regular
215577349,highway,motorway_link,regular
215577349,lanes,2,regular
215577349,oneway,yes,regular
215577350,highway,motorway_link,regular
215577350,lanes,1,regular
215577350,oneway,yes,regular
215577744,highway,motorway_link,regular
215577744,lanes,2,regular
215577744,oneway,yes,regular
215579860,highway,secondary,regular
215579860,ref,X100,regular
215581675,highway,tertiary,regular
215581675,ref,X160,regular
215581677,highway,motorway_link,regular
215581677,lanes,2,regular
215581677,oneway,yes,regular
215581684,highway,motorway_link,regular
215581684,lanes,2,regular
215581684,oneway,yes,regular
215581690,highway,residential,regular
215581691,highway,secondary,regular
215581692,highway,residential,regular
215581694,bridge,yes,regular
215581694,fixme,guess,regular
215581694,highway,motorway,regular
215581694,lanes,2,regular
215581694,layer,1,regular
215581694,name,贵遵公路,regular
215581694,oneway,yes,regular
215581694,ref,G75,regular
215581696,fixme,guess,regular
215581696,highway,motorway,regular
215581696,lanes,2,regular
215581696,name,贵遵公路,regular
215581696,oneway,yes,regular
215581696,ref,G75,regular
215581697,fixme,guess,regular
215581697,highway,motorway,regular
215581697,lanes,2,regular
215581697,name,贵遵公路,regular
215581697,oneway,yes,regular
215581697,ref,G75,regular
216724844,highway,service,regular
216725519,building,yes,regular
217744406,highway,motorway,regular
217744406,int_ref,AH3,regular
217744406,lanes,2,regular
217744406,layer,-1,regular
217744406,maxspeed,120,regular
217744406,name,清镇高速,regular
217744406,oneway,yes,regular
217744406,ref,G60,regular
217744406,source,Bing,regular
217744406,tunnel,yes,regular
217744411,highway,motorway_link,regular
217744411,oneway,yes,regular
217744414,highway,motorway,regular
217744414,int_ref,AH3,regular
217744414,lanes,2,regular
217744414,maxspeed,120,regular
217744414,name,沪昆高速 Shanghai-Kunming Expressway,regular
217744414,en,Shanghai-Kunming Expressway,name
217744414,zh,沪昆高速,name
217744414,oneway,yes,regular
217744414,ref,G60,regular
217744414,source,osm-gpx;estimated;Bing,regular
217744418,highway,motorway,regular
217744418,int_ref,AH3,regular
217744418,lanes,2,regular
217744418,layer,-1,regular
217744418,maxspeed,120,regular
217744418,name,清镇高速,regular
217744418,oneway,yes,regular
217744418,ref,G60,regular
217744418,source,Bing,regular
217744418,tunnel,yes,regular
217744422,highway,motorway,regular
217744422,int_ref,AH3,regular
217744422,lanes,4,regular
217744422,maxspeed,120,regular
217744422,name,沪昆高速 Shanghai-Kunming Expressway,regular
217744422,en,Shanghai-Kunming Expressway,name
217744422,zh,沪昆高速,name
217744422,oneway,yes,regular
217744422,ref,G60,regular
217744423,highway,motorway_link,regular
217744423,oneway,no,regular
217744424,highway,motorway_link,regular
217744424,oneway,yes,regular
217744425,highway,secondary,regular
217744425,ref,Y004,regular
217744425,source,bing,regular
217744426,highway,motorway_link,regular
217744694,highway,motorway,regular
217744694,int_ref,AH3,regular
217744694,lanes,2,regular
217744694,maxspeed,120,regular
217744694,name,清镇高速,regular
217744694,oneway,yes,regular
217744694,ref,G60,regular
217744694,source,Bing,regular
217744695,bridge,yes,regular
217744695,highway,motorway,regular
217744695,int_ref,AH3,regular
217744695,lanes,2,regular
217744695,layer,1,regular
217744695,maxspeed,120,regular
217744695,name,清镇高速,regular
217744695,oneway,yes,regular
217744695,ref,G60,regular
217744695,source,Bing,regular
217744695,wikidata,Q4881357,regular
217744695,wikipedia,en:Beipan River Hukun Expressway Bridge,regular
217744696,highway,motorway,regular
217744696,int_ref,AH3,regular
217744696,lanes,2,regular
217744696,maxspeed,120,regular
217744696,name,清镇高速,regular
217744696,oneway,yes,regular
217744696,ref,G60,regular
217744696,source,Bing,regular
220072642,building,hangar,regular
220072643,building,hangar,regular
220072644,building,yes,regular
220072645,access,private,regular
220072645,highway,service,regular
220072645,surface,asphalt,regular
220072646,bridge,yes,regular
220072646,highway,service,regular
220072646,surface,asphalt,regular
220072647,access,private,regular
220072647,highway,service,regular
220072647,surface,asphalt,regular
220072648,bridge,yes,regular
220072648,highway,footway,regular
220072648,surface,asphalt,regular
220072649,highway,service,regular
220072649,surface,asphalt,regular
220072650,highway,service,regular
220072651,highway,service,regular
220072652,access,private,regular
220072652,highway,service,regular
220072652,surface,asphalt,regular
220072654,landuse,reservoir,regular
220072655,landuse,reservoir,regular
220072656,landuse,industrial,regular
220072657,landuse,industrial,regular
220072659,landuse,reservoir,regular
220072660,landuse,reservoir,regular
220072662,landuse,reservoir,regular
220072664,landuse,reservoir,regular
220072665,waterway,dam,regular
220072667,fixme,direction,regular
220072667,waterway,canal,regular
220072669,waterway,stream,regular
220072671,waterway,dam,regular
220072672,waterway,dam,regular
220072674,barrier,wall,regular
220072674,man_made,wastewater_plant,regular
220072674,source,bing,regular
220072676,render,no,regular
220072678,render,no,regular
220105577,building,yes,regular
220105578,building,yes,regular
220105579,building,yes,regular
220105580,barrier,toll_booth,regular
220105580,building,yes,regular
220105581,building,hangar,regular
220105582,building,hangar,regular
220105583,building,hangar,regular
220105584,building,yes,regular
220105585,building,yes,regular
220105586,building,hangar,regular
220105587,building,yes,regular
220105588,barrier,toll_booth,regular
220105588,building,yes,regular
220105589,building,hangar,regular
220105590,building,yes,regular
220105591,building,hangar,regular
220105592,building,yes,regular
220105593,building,yes,regular
220105594,barrier,toll_booth,regular
220105594,building,yes,regular
220105595,building,yes,regular
220105596,building,yes,regular
220105597,building,yes,regular
220105597,leisure,stadium,regular
220105597,sport,multi,regular
220105598,highway,secondary,regular
220105598,oneway,yes,regular
220105599,access,private,regular
220105599,highway,service,regular
220105599,landuse,grass,regular
220105599,surface,asphalt,regular
220105600,highway,service,regular
220105601,highway,secondary,regular
220105602,highway,service,regular
220105603,access,private,regular
220105603,highway,footway,regular
220105604,access,private,regular
220105604,highway,service,regular
220105604,surface,asphalt,regular
220105605,highway,service,regular
220105606,highway,primary,regular
220105606,layer,-1,regular
220105606,name,Qianling Shan Lu,regular
220105606,oneway,yes,regular
220105606,source,bing,regular
220105606,tunnel,yes,regular
220105607,highway,primary,regular
220105607,layer,-1,regular
220105607,name,Qianling Shan Lu,regular
220105607,oneway,yes,regular
220105607,source,bing,regular
220105607,tunnel,yes,regular
220105608,highway,primary_link,regular
220105608,oneway,yes,regular
220105609,highway,primary,regular
220105609,lanes,3,regular
220105609,oneway,yes,regular
220105609,source,GPS,regular
220105610,highway,primary_link,regular
220105610,oneway,yes,regular
220105611,highway,tertiary,regular
220105611,oneway,yes,regular
220105611,source,GPS,regular
220105612,highway,unclassified,regular
220105612,source,GPS,regular
220105613,highway,primary,regular
220105613,lanes,3,regular
220105613,oneway,yes,regular
220105613,source,GPS,regular
220105614,highway,primary,regular
220105614,oneway,yes,regular
220105614,source,bing,regular
220105615,highway,primary,regular
220105615,oneway,yes,regular
220105615,source,bing,regular
220105616,access,private,regular
220105616,highway,service,regular
220105616,surface,asphalt,regular
220105617,access,private,regular
220105617,highway,service,regular
220105617,surface,asphalt,regular
220105618,highway,primary,regular
220105618,layer,-1,regular
220105618,name,Qianling Shan Lu,regular
220105618,oneway,yes,regular
220105618,source,bing,regular
220105618,tunnel,yes,regular
220105619,highway,primary,regular
220105619,layer,-1,regular
220105619,name,Qianling Shan Lu,regular
220105619,oneway,yes,regular
220105619,source,bing,regular
220105619,tunnel,yes,regular
220105620,highway,tertiary,regular
220105621,access,private,regular
220105621,highway,service,regular
220105621,surface,asphalt,regular
220105622,highway,secondary,regular
220105622,oneway,yes,regular
220105623,highway,secondary,regular
220105623,oneway,yes,regular
220105624,access,private,regular
220105624,highway,service,regular
220105624,surface,asphalt,regular
220105626,highway,primary_link,regular
220105626,oneway,yes,regular
220105627,access,private,regular
220105627,highway,service,regular
220105627,surface,asphalt,regular
220105628,access,private,regular
220105628,highway,service,regular
220105628,surface,asphalt,regular
220105629,bridge,yes,regular
220105629,highway,motorway,regular
220105629,lanes,2,regular
220105629,layer,1,regular
220105629,name,环城公路,regular
220105629,oneway,yes,regular
220105629,ref,G6001,regular
220105630,highway,secondary,regular
220105630,lanes,3,regular
220105630,oneway,yes,regular
220105630,source,GPS,regular
220105631,access,private,regular
220105631,highway,footway,regular
220105632,access,private,regular
220105632,highway,footway,regular
220105633,highway,primary,regular
220105633,name,Qianling Shan Lu,regular
220105633,oneway,yes,regular
220105633,source,bing,regular
220105634,highway,footway,regular
220105635,highway,service,regular
220105636,highway,unclassified,regular
220105636,source,GPS,regular
220105637,highway,service,regular
220105637,landuse,grass,regular
220105638,access,private,regular
220105638,highway,footway,regular
220105638,source,bing,regular
220105640,access,private,regular
220105640,highway,footway,regular
220105640,source,bing,regular
220105641,highway,secondary,regular
220105641,layer,-1,regular
220105641,name,金阳大道,regular
220105641,ref,S102,regular
220105641,source,GPS,regular
220105642,highway,secondary,regular
220105642,name,金阳大道,regular
220105642,oneway,yes,regular
220105642,ref,S102,regular
220105642,source,GPS,regular
220105643,highway,secondary,regular
220105643,name,金阳大道,regular
220105643,oneway,yes,regular
220105643,ref,S102,regular
220105643,source,GPS,regular
220105644,highway,secondary,regular
220105644,name,金阳大道,regular
220105644,ref,S102,regular
220105644,source,GPS,regular
220105645,barrier,wall,regular
220105645,leisure,sports_centre,regular
220105646,barrier,wall,regular
220105646,leisure,sports_centre,regular
220105647,barrier,wall,regular
220105647,leisure,sports_centre,regular
220105647,sport,multi,regular
220105648,leisure,pitch,regular
220105648,sport,tennis,regular
220105649,leisure,pitch,regular
220105649,sport,basketball,regular
220105650,fixme,offset border,regular
220105651,amenity,parking,regular
220105651,parking,surface,regular
220105652,barrier,wall,regular
220105653,power,line,regular
220105654,leisure,sports_centre,regular
220105654,sport,multi,regular
220273666,barrier,fence,regular
220273666,building,yes,regular
220273666,leisure,pitch,regular
220273667,building,hangar,regular
220273668,building,hangar,regular
220273669,building,hangar,regular
220273670,bridge,yes,regular
220273670,highway,residential,regular
220273670,layer,1,regular
220273670,surface,asphalt,regular
220273671,bridge,yes,regular
220273671,highway,residential,regular
220273671,layer,1,regular
220273671,surface,asphalt,regular
220273672,landuse,landfill,regular
220273672,source,Bing,regular
220273673,landuse,railway,regular
220273673,source,bing,regular
220273674,railway,rail,regular
220273674,service,siding,regular
220273675,railway,rail,regular
220273675,service,siding,regular
220273676,bridge,yes,regular
220273676,electrified,contact_line,regular
220273676,frequency,50,regular
220273676,gauge,1435,regular
220273676,layer,1,regular
220273676,railway,rail,regular
220273676,source,bing,regular
220273676,usage,main,regular
220273676,voltage,25000,regular
220273677,railway,rail,regular
220273677,service,siding,regular
220273677,tunnel,yes,regular
220273678,railway,rail,regular
220273678,service,siding,regular
220273678,tunnel,yes,regular
220273679,railway,rail,regular
220273679,service,siding,regular
220273680,railway,rail,regular
220273680,service,siding,regular
220273681,waterway,dam,regular
220273682,leisure,stadium,regular
220273684,render,no,regular
220273685,barrier,wall,regular
220273685,source,Bing,regular
220273688,barrier,fence,regular
220273688,leisure,pitch,regular
220273688,sport,tennis,regular
220273689,amenity,parking,regular
220273689,parking,surface,regular
220273690,fixme,yes,regular
220273690,historic,memorial,regular
220273690,source,Bing,regular
220273691,leisure,stadium,regular
220273692,barrier,wall,regular
220273692,source,Bing,regular
220273693,render,no,regular
220273697,render,no,regular
220273698,barrier,wall,regular
220273698,source,Bing,regular
220273699,barrier,wall,regular
220273699,source,Bing,regular
221820666,highway,primary,regular
221820666,ref,S307,regular
221820666,source,GPS,regular
221867661,highway,secondary,regular
221867661,ref,X818,regular
221867662,highway,secondary,regular
221867662,ref,X012,regular
221870809,highway,tertiary,regular
222052635,highway,primary,regular
222052635,ref,S305,regular
222131821,highway,primary,regular
222131821,ref,S305,regular
222131862,highway,primary,regular
222131862,ref,S305,regular
222133141,highway,unclassified,regular
222133142,highway,tertiary,regular
222133142,ref,X162,regular
222133983,highway,tertiary,regular
222133983,ref,X146,regular
222133986,highway,secondary,regular
222133986,ref,S103,regular
222133986,source,GPS,regular
222133994,highway,secondary,regular
222133994,ref,X158,regular
222134359,highway,residential,regular
222454171,highway,secondary,regular
222454171,ref,S205,regular
223275922,name,贵阳枢纽白云至龙里北联络线,regular
223275922,railway,rail,regular
223511433,highway,residential,regular
223511433,oneway,yes,regular
223511434,highway,tertiary,regular
223511434,name,海风路 Haifeng Road,regular
223511434,en,Haifeng Road,name
223511434,zh,海风路,name
223511441,highway,primary,regular
223511441,layer,1,regular
223511441,name,环城路 Huancheng Road,regular
223511441,en,Huancheng Road,name
223511441,zh,环城路,name
223511441,oneway,yes,regular
223511441,ref,G326,regular
223511441,source,bing,regular
223511451,highway,tertiary,regular
223511451,name,海风路 Haifeng Road,regular
223511451,en,Haifeng Road,name
223511451,zh,海风路,name
224491989,highway,primary,regular
224491989,lanes,3,regular
224491989,oneway,yes,regular
224491989,ref,G210,regular
224491990,highway,tertiary,regular
224491990,source,GPS,regular
224492199,highway,primary,regular
224492199,oneway,yes,regular
225294632,boat,no,regular
225294632,code,AFE11006,regular
225294632,name,六冲河,regular
225294632,en,Liuchong River,name
225294632,zh,六冲河,name
225294632,zh_pinyin,liùchōng hé,name
225294632,nsdi_code,FF1004,regular
225294632,source,landsat,regular
225294632,waterway,river,regular
225294632,zhb_code,11FG040000,regular
225294633,boat,no,regular
225294633,code,AFE11006,regular
225294633,name,六冲河,regular
225294633,en,Liuchong River,name
225294633,zh,六冲河,name
225294633,zh_pinyin,liùchōng hé,name
225294633,nsdi_code,FF1004,regular
225294633,source,landsat,regular
225294633,waterway,river,regular
225294633,zhb_code,11FG040000,regular
226236803,highway,secondary,regular
226236803,name,塔山东路,regular
226236803,source,bing,regular
226236804,highway,tertiary,regular
226236805,highway,tertiary,regular
226236807,highway,tertiary,regular
226236808,highway,secondary,regular
226236808,name,虹山湖路,regular
226236808,oneway,yes,regular
226236809,highway,tertiary,regular
226236809,name,安平街,regular
226237286,highway,motorway_link,regular
226237286,lanes,2,regular
226237286,oneway,yes,regular
226237288,highway,motorway_link,regular
226237288,lanes,2,regular
226237288,oneway,yes,regular
226237289,highway,motorway,regular
226237289,int_ref,AH3,regular
226237289,lanes,2,regular
226237289,maxspeed,120,regular
226237289,name,清镇高速,regular
226237289,oneway,yes,regular
226237289,ref,G60,regular
227117702,highway,primary,regular
227117702,layer,-1,regular
227117702,ref,S308,regular
227117702,source,GPS,regular
227117702,tunnel,yes,regular
228039313,highway,primary,regular
228039313,ref,G321,regular
228039313,source,GPS,regular
228041738,highway,primary,regular
228041738,ref,S107,regular
228041738,source,GPS,regular
228041739,highway,secondary,regular
228041739,ref,X736,regular
228041739,source,bing,regular
228041741,highway,tertiary,regular
228041743,highway,trunk,regular
228041743,lanes,2,regular
228041743,ref,G321,regular
228041743,source,bing,regular
228056643,highway,secondary,regular
228056643,ref,S210,regular
228056730,highway,primary,regular
228056730,ref,S102,regular
228058494,highway,motorway,regular
228058494,oneway,yes,regular
228058494,ref,S55,regular
228541557,highway,secondary,regular
228541557,ref,X148,regular
228541559,highway,secondary_link,regular
228567389,highway,primary,regular
228567389,ref,S209,regular
228567390,highway,primary,regular
228567390,junction,roundabout,regular
228567392,highway,primary,regular
228567392,ref,S209;S307,regular
228568513,highway,primary,regular
228568513,ref,S307,regular
228568514,highway,primary,regular
228568514,ref,S209,regular
228569135,highway,primary,regular
228569135,ref,S209,regular
228569164,highway,primary,regular
228569164,ref,S209,regular
229319822,highway,tertiary,regular
229319822,source,bing,regular
229319823,bridge,yes,regular
229319823,highway,tertiary,regular
229319823,layer,1,regular
229319823,source,bing,regular
229319824,highway,tertiary,regular
229319824,source,bing,regular
230099664,highway,primary,regular
230099664,name,Dawujiang Tunnel,regular
230099664,ref,S204,regular
230099664,source,GPS,regular
230099664,tunnel,yes,regular
230099665,highway,primary,regular
230099665,ref,S204,regular
230099665,source,GPS,regular
230614854,highway,motorway,regular
230614854,lanes,2,regular
230614854,oneway,yes,regular
230614855,highway,motorway,regular
230614855,lanes,2,regular
230614855,oneway,yes,regular
230614856,highway,motorway,regular
230614856,lanes,2,regular
230614856,oneway,yes,regular
230614857,bridge,yes,regular
230614857,highway,motorway,regular
230614857,lanes,2,regular
230614857,layer,2,regular
230614857,oneway,yes,regular
230614858,bridge,yes,regular
230614858,highway,motorway,regular
230614858,lanes,2,regular
230614858,layer,2,regular
230614858,oneway,yes,regular
230614860,layer,-1,regular
230614860,railway,rail,regular
230614860,tunnel,yes,regular
230614861,railway,rail,regular
230614862,bridge,yes,regular
230614862,electrified,contact_line,regular
230614862,layer,1,regular
230614862,railway,rail,regular
230614864,railway,rail,regular
230614865,railway,rail,regular
230614866,bridge,yes,regular
230614866,highway,motorway_link,regular
230614866,lanes,2,regular
230614866,layer,1,regular
230614866,oneway,yes,regular
230614867,bridge,yes,regular
230614867,highway,motorway_link,regular
230614867,lanes,2,regular
230614867,layer,1,regular
230614867,oneway,yes,regular
230614868,bridge,yes,regular
230614868,highway,motorway_link,regular
230614868,layer,1,regular
230614868,oneway,yes,regular
230614869,bridge,yes,regular
230614869,highway,motorway_link,regular
230614869,layer,1,regular
230614869,oneway,yes,regular
230614870,bridge,yes,regular
230614870,highway,motorway_link,regular
230614870,layer,1,regular
230614870,oneway,yes,regular
230614871,highway,motorway_link,regular
230614871,lanes,2,regular
230614871,oneway,yes,regular
230614872,highway,motorway_link,regular
230614872,lanes,2,regular
230614872,oneway,yes,regular
230614873,highway,motorway_link,regular
230614873,lanes,2,regular
230614873,oneway,yes,regular
230614874,highway,primary_link,regular
230614874,lanes,2,regular
230614874,oneway,yes,regular
230614874,ref,X100,regular
230614875,highway,motorway_link,regular
230614875,lanes,2,regular
230614875,oneway,yes,regular
230614876,bridge,yes,regular
230614876,highway,motorway_link,regular
230614876,lanes,2,regular
230614876,layer,1,regular
230614876,oneway,yes,regular
230614877,highway,motorway_link,regular
230614877,oneway,yes,regular
230614878,bridge,yes,regular
230614878,highway,motorway_link,regular
230614878,lanes,2,regular
230614878,layer,2,regular
230614878,oneway,yes,regular
230614880,fixme,yes,regular
230614880,highway,primary,regular
230614880,lanes,3,regular
230614880,oneway,yes,regular
230614880,ref,X100,regular
230614881,bridge,yes,regular
230614881,highway,motorway,regular
230614881,int_ref,AH3,regular
230614881,layer,1,regular
230614881,name,环城公路,regular
230614881,oneway,yes,regular
230614881,ref,G6001,regular
230614882,bridge,yes,regular
230614882,highway,motorway,regular
230614882,int_ref,AH3,regular
230614882,layer,1,regular
230614882,name,环城公路,regular
230614882,oneway,yes,regular
230614882,ref,G6001,regular
230614884,highway,motorway,regular
230614884,int_ref,AH3,regular
230614884,layer,-1,regular
230614884,name,环城公路,regular
230614884,oneway,yes,regular
230614884,ref,G6001,regular
230614884,tunnel,yes,regular
230614885,highway,motorway,regular
230614885,int_ref,AH3,regular
230614885,name,环城公路,regular
230614885,oneway,yes,regular
230614885,ref,G6001,regular
230614886,highway,motorway,regular
230614886,int_ref,AH3,regular
230614886,layer,-1,regular
230614886,name,环城公路,regular
230614886,oneway,yes,regular
230614886,ref,G6001,regular
230614886,tunnel,yes,regular
230614887,bridge,yes,regular
230614887,highway,motorway,regular
230614887,int_ref,AH3,regular
230614887,layer,1,regular
230614887,name,环城公路,regular
230614887,oneway,yes,regular
230614887,ref,G6001,regular
230614888,bridge,yes,regular
230614888,highway,motorway,regular
230614888,int_ref,AH3,regular
230614888,layer,1,regular
230614888,name,环城公路,regular
230614888,oneway,yes,regular
230614888,ref,G6001,regular
230614889,highway,motorway,regular
230614889,int_ref,AH3,regular
230614889,name,环城公路,regular
230614889,oneway,yes,regular
230614889,ref,G6001,regular
230614890,highway,motorway,regular
230614890,int_ref,AH3,regular
230614890,name,环城公路,regular
230614890,oneway,yes,regular
230614890,ref,G6001,regular
230615050,bridge,yes,regular
230615050,highway,motorway,regular
230615050,lanes,2,regular
230615050,layer,1,regular
230615050,oneway,yes,regular
230615053,bridge,yes,regular
230615053,highway,motorway,regular
230615053,lanes,2,regular
230615053,layer,1,regular
230615053,oneway,yes,regular
230615055,highway,motorway,regular
230615055,int_name,Guiyang South Ring Expy,regular
230615055,lanes,2,regular
230615055,oneway,yes,regular
230615057,highway,motorway,regular
230615057,int_name,Guiyang South Ring Expy,regular
230615057,lanes,2,regular
230615057,oneway,yes,regular
230615057,ref,G6001,regular
230615059,highway,motorway,regular
230615059,lanes,2,regular
230615059,oneway,yes,regular
230615060,highway,motorway,regular
230615060,lanes,2,regular
230615060,oneway,yes,regular
230615062,bridge,yes,regular
230615062,highway,motorway,regular
230615062,lanes,2,regular
230615062,layer,1,regular
230615062,oneway,yes,regular
230615063,highway,motorway,regular
230615063,lanes,2,regular
230615063,oneway,yes,regular
230615064,bridge,yes,regular
230615064,highway,motorway,regular
230615064,lanes,2,regular
230615064,layer,1,regular
230615064,oneway,yes,regular
230615527,railway,rail,regular
230615527,service,siding,regular
230615528,railway,rail,regular
230615528,service,siding,regular
230615529,railway,rail,regular
