id,key,value,type
3218764083,highway,motorway_junction,regular
3237312146,power,tower,regular
3237312146,source,Bing,regular
3237312386,highway,motorway_junction,regular
3237312386,name,鸭溪/毕节,regular
3237312386,en,"Yaxi, Bijie",name
3237312406,power,tower,regular
3237312406,source,Bing,regular
3237336047,power,tower,regular
3237336047,source,Bing,regular
3237336967,power,tower,regular
3237336967,source,Bing,regular
3237343665,power,tower,regular
3237343665,source,Bing,regular
3237365320,power,tower,regular
3237365320,source,Bing,regular
3237365996,power,tower,regular
3237365996,source,Bing,regular
3237366016,power,tower,regular
3237366016,source,Bing,regular
3252590767,china_class,xiang,regular
3252590767,name,掌布乡,regular
3252590767,en,Zhangbu,name
3252590767,zh,掌布,name
3252590767,place,town,regular
3252590767,source,GNS,regular
3252591792,power,tower,regular
3252591792,source,mapbox,regular
3327789922,power,tower,regular
3327789942,power,tower,regular
3327789962,power,tower,regular
3327789982,power,tower,regular
3327794502,power,tower,regular
3327794542,power,tower,regular
3327794583,power,tower,regular
3327794623,power,tower,regular
3327794643,power,tower,regular
3327794663,power,tower,regular
3327794763,power,tower,regular
3327794783,power,tower,regular
3327794911,power,tower,regular
3370852312,ele,936,regular
3373161614,name,快乐超市,regular
3373161614,shop,supermarket,regular
3373409210,name,诚信鞋服广场,regular
3373409210,shop,mall,regular
3385691102,natural,peak,regular
3399971965,amenity,restaurant,regular
3399971965,name,穆恩二香辣鱼庄,regular
3399971965,phone,+86 137 6511 4543,regular
3399971965,takeaway,yes,regular
3410993112,amenity,parking,regular
3412649908,name,遵义市规划局,regular
3412649908,office,government,regular
3412649928,amenity,fast_food,regular
3412649928,name,德克士,regular
3412649928,en,Dico's,name
3435263424,highway,motorway_junction,regular
3435263424,name,乐理/鸭溪/G326,regular
3435263424,en,"Leli, Yaxi, G326",name
3478062993,name,易捷便利店,regular
3478062993,en,Easy Joy,name
3478062993,shop,convenience,regular
3478151001,highway,motorway_junction,regular
3478151001,name,X922/都匀西,regular
3478151001,en,"X922, Duyun W",name
3478151001,ref,7,regular
3538669246,name,中国电信金科营业厅,regular
3538669246,en,China Telecom,name
3538669246,office,telecommunication,regular
3538968623,barrier,toll_booth,regular
3538968623,name,深溪收费站,regular
3538968623,en,Shenxi Toll Gate,name
3541218894,name,彩票销售点,regular
3541218894,shop,lottery,regular
3541432149,name,凉水村,regular
3541432149,place,hamlet,regular
3570885271,name,西环便民店,regular
3570885271,phone,+86 147 8575 9068,regular
3570885271,shop,convenience,regular
3573658203,name,双阳河村,regular
3573658203,place,hamlet,regular
3576639368,amenity,pharmacy,regular
3576639368,name,益生源大药房 苟江分店,regular
3576889546,name,肖家阁,regular
3576889546,place,hamlet,regular
3578062014,amenity,bank,regular
3578062014,atm,yes,regular
3578062014,name,工商银行,regular
3578062014,en,Industrial and Commercial Bank of China,name
3584908090,amenity,pharmacy,regular
3584908090,name,尚嵇朝晖药店,regular
3590173699,amenity,fuel,regular
3590173699,name,中国石油加油站 金鑫加油站,regular
3590173699,en,PetroChina,name
3591409283,name,幸福家园窗帘城,regular
3591409283,shop,curtain,regular
3591429723,name,民心家电,regular
3591429723,shop,electronics,regular
3591757548,name,金阳旅社,regular
3591757548,phone,+86 851 2788 1379,regular
3591757548,tourism,hotel,regular
3591800938,amenity,restaurant,regular
3591800938,name,蘑菇炖鸡粉 蘑菇清炖鹅肉粉,regular
3591820233,amenity,restaurant,regular
3591820233,name,沙土羊肉香,regular
3592504302,amenity,toilets,regular
3599767979,name,中国移动通信 乌江路金星 手机专卖店,regular
3599767979,en,China Mobile,name
3599767979,shop,mobile_phone,regular
3599845660,name,晨光文具 M&G,regular
3599845660,shop,stationery,regular
3624776291,barrier,gate,regular
3629209076,amenity,taxi,regular
3629209076,capacity,1,regular
3629209076,name,临时停靠点,regular
3629209076,en,Pick Up or Drop Of,name
3639269900,highway,motorway_junction,regular
3639269900,ref,508,regular
3652019606,name,中国南方电网坪桥供电所,regular
3652019606,operator,中国南方电网 China Southern Power Grid,regular
3652019606,power,station,regular
3674277825,amenity,university,regular
3674277825,name,贵州民族大学人文科技学院,regular
3699684177,highway,traffic_signals,regular
3700992449,covered,yes,regular
3700992449,highway,bus_stop,regular
3700992449,name,梅岭厂,regular
3700992449,zh,梅岭厂,name
3700992449,zh_pinyin,Meilinchang,name
3700992449,operator,遵义市公共交通（集团）有限责任公司,regular
3700992449,public_transport,stop_position,regular
3780606765,name,桂国镇,regular
3780606765,place,town,regular
3781781687,entrance,门口,regular
3837246988,name,石板镇,regular
3837246988,place,town,regular
3848524540,covered,yes,regular
3848524540,highway,bus_stop,regular
3848524540,name,沙坝,regular
3848524540,en,Shaba,name
3848524540,zh,沙坝,name
3848524540,operator,遵义市公共交通（集团）有限责任公司,regular
3848524540,public_transport,stop_position,regular
3848723231,covered,no,regular
3848723231,highway,bus_stop,regular
3848723231,name,深溪十字街,regular
3848723231,en,Shenxi Shizijie,name
3848723231,zh,深溪十字街,name
3848723231,operator,遵义市公共交通（集团）有限责任公司,regular
3848723231,public_transport,stop_position,regular
3936302082,alt_name,顶云,regular
3936302082,china_class,xiang,regular
3936302082,name,顶云乡,regular
3936302082,en,Dingyun,name
3936302082,zh,顶云乡,name
3936302082,place,town,regular
3936302082,name,GNS,source
4239465113,natural,peak,regular
4239465113,source,cyclemap,regular
4239813796,name,王家小寨,regular
4239813796,en,Wangjia Xiaozhai,name
4239813796,zh,王家小寨,name
4239813796,place,village,regular
4239813796,name,GNS,source
4239830217,alt_name,龙场乡,regular
4239830217,china_class,xiang,regular
4239830217,name,龙场乡,regular
4239830217,en,Longchang,name
4239830217,zh,龙场,name
4239830217,place,town,regular
4239830217,name,GNS,source
4239830217,wikipedia,zh:龙场乡 (六盘水市),regular
4239848814,power,tower,regular
4239851617,power,tower,regular
4241114804,name,凉水井,regular
4241114804,en,Liangshuijing,name
4241114804,zh,凉水井,name
4241114804,place,village,regular
4241114804,name,GNS,source
4241114864,power,tower,regular
4241118448,power,tower,regular
4241119470,power,tower,regular
4350955514,name,谷脚老街,regular
4350955514,en,Gujiao Laojie,name
4350955514,zh,谷脚老街,name
4350955514,place,village,regular
4350955514,name,GNS,source
4351289603,name,骑龙,regular
4351289603,en,Qilong,name
4351289603,zh,骑龙,name
4351289603,place,village,regular
4351289603,name,GNS,source
4351327846,alt_name,黔陶布依族苗族乡;Qiantao Buyizu Miaozu Xiang,regular
4351327846,china_class,xiang,regular
4351327846,name,黔陶布依族苗族乡,regular
4351327846,en,Qiantao,name
4351327846,zh,黔陶,name
4351327846,place,town,regular
4351327846,name,GNS,source
4351327846,wikipedia,zh:黔陶布依族苗族乡,regular
4351439142,alt_name,西秀,regular
4351439142,name,西秀区,regular
4351439142,en,Xixiu,name
4351439142,zh,西秀区,name
4351439142,place,county,regular
4351439142,name,GNS,source
4351521921,alt_name,宁谷镇,regular
4351521921,china_class,zhen,regular
4351521921,name,宁谷镇,regular
4351521921,en,Ninggu,name
4351521921,zh,宁谷,name
4351521921,place,town,regular
4351521921,name,GNS,source
4351521921,wikipedia,zh:宁谷镇,regular
4362656879,name,土地坪,regular
4362656879,en,Tudiping,name
4362656879,zh,土地坪,name
4362656879,place,village,regular
4362656879,name,GNS,source
4362657099,name,青岗林,regular
4362657099,en,Qingganglin,name
4362657099,zh,青岗林,name
4362657099,place,village,regular
4362657099,name,GNS,source
4403132177,highway,traffic_signals,regular
4403132177,traffic_signals,signal,regular
4403234118,highway,traffic_signals,regular
4403234118,traffic_signals,signal,regular
4406272596,power,tower,regular
4406272976,power,tower,regular
4406273090,power,tower,regular
4407078235,power,tower,regular
4407078255,power,tower,regular
4407078275,power,tower,regular
4407079645,power,tower,regular
4407079665,power,tower,regular
4407079685,power,tower,regular
4407079905,power,tower,regular
4407079925,power,tower,regular
4407079945,power,tower,regular
4407079965,power,tower,regular
4407079992,power,tower,regular
4407080012,power,tower,regular
4407080052,power,tower,regular
4407080072,power,tower,regular
4407080092,power,tower,regular
4407423862,power,tower,regular
4407436330,power,tower,regular
4407436350,power,tower,regular
4407436370,power,tower,regular
4432242972,amenity,atm,regular
4432242972,CNY,yes,currency
4432242972,name,中国邮政储蓄银行 PSBC,regular
4432242972,en,Postal Saving Bank of China,name
4432242972,zh,中国邮政储蓄银行,name
4432243512,name,新华书店 Xinhua Bookstore,regular
4432243512,en,Xinhua Bookstore,name
4432243512,zh,新华书店,name
4432243512,shop,books,regular
4497046733,alt_name,洒坪镇,regular
4497046733,china_class,zhen,regular
4497046733,name,洒坪镇,regular
4497046733,en,Saping,name
4497046733,zh,洒坪,name
4497046733,old_name,洒坪乡,regular
4497046733,place,town,regular
4497046733,name,GNS,source
4497046733,wikipedia,zh:洒坪镇,regular
4497080083,power,tower,regular
4497080563,power,tower,regular
4497080688,power,tower,regular
4497080935,power,tower,regular
4497081135,power,tower,regular
4497081355,power,tower,regular
4498797151,name,小堰塘,regular
4498797151,en,Xiaoyantang,name
4498797151,zh,小堰塘,name
4498797151,place,village,regular
4498797151,name,GNS,source
4536064454,amenity,atm,regular
4536064454,CNY,yes,currency
4536064454,name,中国建设银行 CCB,regular
4536064454,en,China Construction Bank,name
4536064454,zh,中国建设银行,name
4537297750,name,中国移动 China Mobile,regular
4537297750,en,China Mobile,name
4537297750,zh,中国移动,name
4537297750,shop,mobile_phone,regular
4570344569,name,上羊望,regular
4570344569,en,Shangyangwang,name
4570344569,zh,上羊望,name
4570344569,place,village,regular
4570344569,name,GNS,source
4570695396,name,王才,regular
4570695396,en,Wangcai,name
4570695396,zh,王才,name
4570695396,place,village,regular
4570695396,name,GNS,source
4571214792,name,三棵树镇,regular
4571214792,place,town,regular
4571365408,alt_name,鸭塘街道;Yatang Subdistrict,regular
4571365408,name,鸭塘街道,regular
4571365408,en,Yatang,name
4571365408,zh,鸭塘,name
4571365408,zh_pinyin,yātáng jiēdào,name
4571365408,old_name,鸭塘镇,regular
4571365408,place,town,regular
4571365408,name,GNS,source
4571365408,wikipedia,zh:鸭塘街道,regular
4571611862,name,岩庄,regular
4571611862,en,Yanzhuang,name
4571611862,zh,岩庄,name
4571611862,place,village,regular
4571611862,name,GNS,source
4572599993,alt_name,龙塘乡,regular
4572599993,china_class,xiang,regular
4572599993,name,龙塘乡,regular
4572599993,en,Longtang,name
4572599993,zh,龙塘,name
4572599993,place,town,regular
4572599993,name,GNS,source
4572599993,wikidata,Q11181028,regular
4572599993,wikipedia,zh:龙塘乡 (瓮安县),regular
4572746026,alt_name,河坝场乡;河坝;Heba,regular
4572746026,china_class,xiang,regular
4572746026,name,河坝场乡,regular
4572746026,en,Hebachang,name
4572746026,zh,河坝场,name
4572746026,place,town,regular
4572746026,name,GNS,source
4572746026,wikipedia,zh:河坝场乡,regular
4572769229,alt_name,龙井侗族仡佬族乡;龙井乡,regular
4572769229,china_class,xiang,regular
4572769229,name,龙井侗族仡佬族乡,regular
4572769229,en,Longjing,name
4572769229,zh,龙井,name
4572769229,place,town,regular
4572769229,name,GNS,source
4572769229,wikipedia,zh:龙井侗族仡佬族乡,regular
4572982600,alt_name,窑上乡,regular
4572982600,china_class,xiang,regular
4572982600,name,窑上乡,regular
4572982600,en,Yaoshang,name
4572982600,zh,窑上,name
4572982600,place,town,regular
4572982600,name,GNS,source
4572982600,wikipedia,zh:窑上乡,regular
4582255870,leisure,pitch,regular
4597045406,power,tower,regular
4597045426,power,tower,regular
4597045446,power,tower,regular
4614364657,power,tower,regular
4614364657,source,bing,regular
4614364677,power,tower,regular
4614364677,source,bing,regular
4614364810,power,tower,regular
4614364810,source,bing,regular
4614364830,power,tower,regular
4614364830,source,bing,regular
4614364850,power,tower,regular
4614364850,source,bing,regular
4614364870,power,tower,regular
4614364870,source,bing,regular
4614365090,power,tower,regular
4614365090,source,bing,regular
4614365189,power,tower,regular
4614365189,source,bing,regular
4614365209,power,tower,regular
4614365209,source,bing,regular
4614365229,power,tower,regular
4614365229,source,bing,regular
4614365249,power,tower,regular
4614365249,source,bing,regular
4614365269,power,tower,regular
4614365269,source,bing,regular
4614365289,power,tower,regular
4614365289,source,bing,regular
4614365309,power,tower,regular
4614365309,source,bing,regular
4632174232,name,大关（在建）,regular
4632174232,railway,station,regular
4638855981,power,tower,regular
4638858668,power,tower,regular
4638858764,power,tower,regular
4638858788,power,tower,regular
4638858813,power,tower,regular
4638858852,power,tower,regular
4638858872,power,tower,regular
4638858892,power,tower,regular
4638858921,power,tower,regular
4638858943,power,tower,regular
4638858963,power,tower,regular
4638858983,power,tower,regular
4638859003,power,tower,regular
4638859023,power,tower,regular
4638859043,power,tower,regular
4638859063,power,tower,regular
4638859083,power,tower,regular
4638859125,power,tower,regular
4638859145,power,tower,regular
4638859165,power,tower,regular
4638859185,power,tower,regular
4638859205,power,tower,regular
4638859225,power,tower,regular
4638859245,power,tower,regular
4638859265,power,tower,regular
4638859285,power,tower,regular
4638859305,power,tower,regular
4638859325,power,tower,regular
4638859345,power,tower,regular
4638859365,power,tower,regular
4638859385,power,tower,regular
4638859405,power,tower,regular
4638859425,power,tower,regular
4638859445,power,tower,regular
4638859465,power,tower,regular
4638859485,power,tower,regular
4638859505,power,tower,regular
4638859525,power,tower,regular
4638859545,power,tower,regular
4638859565,power,tower,regular
4638859585,power,tower,regular
4638859605,power,tower,regular
4638859625,power,tower,regular
4638859645,power,tower,regular
4638859676,power,tower,regular
4638859696,power,tower,regular
4638859716,power,tower,regular
4638859736,power,tower,regular
4638859756,power,tower,regular
4638859776,power,tower,regular
4638859796,power,tower,regular
4638859816,power,tower,regular
4638859836,power,tower,regular
4638859856,power,tower,regular
4638859890,power,tower,regular
4638859910,power,tower,regular
4638859930,power,tower,regular
4638859950,power,tower,regular
4638859971,power,tower,regular
4638859995,power,tower,regular
4638860015,power,tower,regular
4638860035,power,tower,regular
4638860055,power,tower,regular
4638860075,power,tower,regular
4638860095,power,tower,regular
4638860115,power,tower,regular
4638860135,power,tower,regular
4638860155,power,tower,regular
4638860175,power,tower,regular
4638860291,power,tower,regular
4638860311,power,tower,regular
4638860331,power,tower,regular
4638860351,power,tower,regular
4638860389,power,tower,regular
4638860409,power,tower,regular
4638860429,power,tower,regular
4656392938,name,浣纱路（在建）,regular
4656392938,railway,station,regular
4693180627,leisure,pitch,regular
4693329044,leisure,pitch,regular
4693664586,power,tower,regular
4734266322,en,Waterfall curtain cave,name
4734266322,waterway,waterfall,regular
4752153406,highway,bus_stop,regular
4752153406,name,龙井沟,regular
4752153406,en,Longjinggou,name
4752153406,zh,龙井沟,name
4752153406,operator,遵义市公共交通（集团）有限责任公司,regular
4752153406,public_transport,stop_position,regular
4753907488,highway,bus_stop,regular
4753907488,name,高桥,regular
4753907488,operator,遵义市公共交通（集团）有限责任公司,regular
4753907488,public_transport,stop_position,regular
4774761833,method,wind_turbine,generator
4774761833,source,wind,generator
4774761833,power,generator,regular
4776390704,highway,services,regular
4777260521,es,Xijiang,name
4777260521,tourism,hostel,regular
4848736338,place,town,regular
